KorhazRovid;Korhaz;SzakmaKod;SzakmaMegnev;OsszesAgy;MukodoIAgy;MukodoIIAgy;TartoSzuneteloAgy;Kiesett6HonapnalHosszabb;Kiesett6HonapnalRovidebb;TeljesithetoApolasiNapSzam;ElbocsatottBetegSzam;EltavozottBetegSzam;MasOsztalyBetegSzam;MeghaltBetegSzam;EgynaposEsetSzam;TeljesitettApolasiNapSzam;ApolasAtlTartam;Agykihasznalas;Halalozas;Ev;OsszesAtlagAgy;MukodoAtlagAgy
1402;Városi Kórház, Siófok;1;Belgyógyászat;100;100;87;0;;;32624;4093;3680;249;164;0;29513;7,21;90,46;4,01;2002;100;89,4
1402;Városi Kórház, Siófok;4;Szülészet-nőgyógyászat;50;39;27;11;;;13898;2382;2367;13;2;760;10683;4,48;76,87;0,08;2002;50;38,1
1402;Városi Kórház, Siófok;5;Csecsemő- és gyermekgyógyászat;35;35;21;0;;;12355;1993;1993;0;0;0;8641;4,34;69,94;0;2002;35;33,8
1402;Városi Kórház, Siófok;6;Fül-orr-gégészet;20;18;9;2;;;6662;877;866;7;4;0;4024;4,59;60,4;0,46;2002;20;18,3
1402;Városi Kórház, Siófok;7;Szemészet;20;20;9;0;;;6810;878;874;4;0;0;4677;5,33;68,68;0;2002;20;18,7
1402;Városi Kórház, Siófok;9;Ideggyógyászat;43;43;43;0;;;13556;1115;981;23;111;0;9327;8,37;68,8;9,96;2002;43;37,1
1402;Városi Kórház, Siófok;15;Intenzív betegellátó;8;8;8;0;;;2920;513;69;358;86;0;2063;4,02;70,65;16,76;2002;8;8
1402;Városi Kórház, Siófok;92;Sebészeti típusú mátrix;77;77;57;0;;;23135;3550;3304;183;63;10;20288;5,71;87,69;1,77;2002;77;63,4
1404;Városl Kórház, Marcall;1;Belgyógyászat;60;60;60;0;;;21900;2271;1962;192;117;0;19188;8,45;87,62;5,15;2002;60;60
1404;Városl Kórház, Marcall;2;Sebészet;33;33;33;0;;;12045;1299;1219;40;40;0;10084;7,76;83,72;3,08;2002;33;33
1404;Városl Kórház, Marcall;3;Traumatológia;25;25;25;0;;;9125;1196;1159;21;16;0;6516;5,45;71,41;1,34;2002;25;25
1404;Városl Kórház, Marcall;4;Szülészet-nőgyógyászat;38;38;38;0;;;13870;1685;1675;10;0;3;7501;4,45;54,08;0;2002;38;38
1404;Városl Kórház, Marcall;5;Csecsemő- és gyermekgyógyászat;30;30;30;0;;;10950;1925;1923;2;0;0;8900;4,62;81,28;0;2002;30;30
1404;Városl Kórház, Marcall;15;Intenzív betegellátó;4;4;4;0;;;1460;178;34;81;63;0;965;5,42;66,1;35,39;2002;4;4
1407;Városi Kórház, Nagyatád;1;Belgyógyászat;90;90;90;0;;;32850;4224;3877;185;162;0;28726;6,8;87,45;3,84;2002;90;90
1407;Városi Kórház, Nagyatád;4;Szülészet-nőgyógyászat;35;35;35;0;;;12775;1538;1511;27;0;4;6230;4,05;48,77;0;2002;35;35
1407;Városi Kórház, Nagyatád;5;Csecsemő- és gyermekgyógyászat;25;25;25;0;;;9125;1342;1339;2;1;0;6937;5,17;76,02;0,07;2002;25;25
1407;Városi Kórház, Nagyatád;6;Fül-orr-gégészet;20;20;20;0;;;7300;673;664;3;6;0;3778;5,61;51,75;0,89;2002;20;20
1407;Városi Kórház, Nagyatád;9;Ideggyógyászat;30;30;30;0;;;10950;1185;1088;42;55;0;9770;8,24;89,22;4,64;2002;30;30
1407;Városi Kórház, Nagyatád;14;Reumatológia;30;30;30;0;;;10950;728;716;12;0;0;8955;12,3;81,78;0;2002;30;30
1407;Városi Kórház, Nagyatád;15;Intenzív betegellátó;6;6;6;0;;;2190;297;31;197;69;0;1307;4,4;59,68;23,23;2002;6;6
1407;Városi Kórház, Nagyatád;18;Elmegyógyászat;30;30;30;0;;;10950;622;574;39;9;0;10536;16,94;96,22;1,45;2002;30;30
1407;Városi Kórház, Nagyatád;92;Sebészeti típusú mátrix;50;50;50;0;;;18250;2329;2184;127;18;0;14138;6,07;77,47;0,77;2002;50;50
1408;Magyarországi Református Egyház Tüdő- és Szívkórháza, Mosdós;1;Belgyógyászat;76;76;76;0;;;27740;2408;2187;156;65;0;24740;10,27;89,19;2,7;2002;76;76
1408;Magyarországi Református Egyház Tüdő- és Szívkórháza, Mosdós;5;Csecsemő- és gyermekgyógyászat;51;51;51;0;;;18615;3273;3203;69;1;0;17738;5,42;95,29;0,03;2002;51;51
1408;Magyarországi Református Egyház Tüdő- és Szívkórháza, Mosdós;19;Tüdőgyógyászat;80;80;80;0;;;29200;2116;1828;172;116;0;27226;12,87;93,24;5,48;2002;80;80
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";1;Belgyógyászat;399;399;399;0;;;145635;14830;12489;1447;894;0;128758;8,68;88,41;6,03;2002;399;399
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";2;Sebészet;190;190;190;0;;;69350;12438;11503;770;165;2308;60333;4,85;87;1,33;2002;190;190
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";3;Traumatológia;90;90;90;0;;;32850;4038;3598;397;43;0;25737;6,37;78,35;1,06;2002;90;90
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";4;Szülészet-nőgyógyászat;120;120;120;0;;;43800;5871;5714;157;0;373;38069;6,48;86,92;0;2002;120;120
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";5;Csecsemő- és gyermekgyógyászat;170;170;170;0;;;62050;8464;7876;550;38;0;51700;6,11;83,32;0,45;2002;170;170
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";6;Fül-orr-gégészet;44;44;44;0;;;16060;2108;1957;131;20;2;14048;6,66;87,47;0,95;2002;44;44
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";7;Szemészet;35;35;35;0;;;12775;2378;2360;18;0;26;7968;3,35;62,37;0;2002;35;35
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";8;Bőr- és nemibeteg;40;40;40;0;;;14600;1237;1212;24;1;0;11899;9,62;81,5;0,08;2002;40;40
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";9;Ideggyógyászat;100;100;100;0;;;36500;3673;3265;335;73;0;30337;8,26;83,12;1,99;2002;100;100
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";10;Ortopédia;45;45;45;0;;;16425;1778;1740;37;1;0;14608;8,22;88,94;0,06;2002;45;45
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";11;Urológia;60;60;60;0;;;21900;3370;3325;33;12;1;19676;5,84;89,84;0,36;2002;60;60
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";12;Onkológia, onkoradiológia;40;40;40;0;;;14600;1718;1503;133;82;0;9615;5,6;65,86;4,77;2002;40;40
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";13;Fog- és szájsebészet;12;12;12;0;;;4380;1303;1294;6;3;0;4087;3,14;93,31;0,23;2002;12;12
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";14;Reumatológia;45;45;45;0;;;16425;1211;1190;21;0;0;13853;11,44;84,34;0;2002;45;45
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";15;Intenzív betegellátó;24;24;24;0;;;8760;675;99;472;104;0;6297;9,33;71,88;15,41;2002;24;24
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";16;Fertőző betegellátó;54;54;54;0;;;19710;2202;2091;92;19;0;11499;5,22;58,34;0,86;2002;54;54
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";17;Felvételi osztály;36;36;36;0;;;13140;1489;1189;171;129;0;5367;3,6;40,84;8,66;2002;36;36
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";18;Elmegyógyászat;56;56;56;0;;;20440;979;646;320;13;0;16824;17,18;82,31;1,33;2002;56;56
1501;"Megyei """"Jósa András"""" Kórház, Nyíregyháza";19;Tüdőgyógyászat;188;188;188;0;;;68620;5472;4758;526;188;0;57506;10,51;83,8;3,44;2002;188;188
1502;Területi Kórház, Mátészalka;1;Belgyógyászat;140;140;140;0;;;50128;5357;4947;244;166;0;44863;8,37;89,5;3,1;2002;137,3;137,3
1502;Területi Kórház, Mátészalka;2;Sebészet;45;45;45;0;;;16425;1904;1792;94;18;0;13320;7;81,1;0,95;2002;45;45
1502;Területi Kórház, Mátészalka;3;Traumatológia;30;30;30;0;;;10950;1634;1558;69;7;1;8459;5,18;77,25;0,43;2002;30;30
1502;Területi Kórház, Mátészalka;4;Szülészet-nőgyógyászat;50;50;50;0;;;18250;2652;2642;10;0;5;9809;3,7;53,75;0;2002;50;50
1502;Területi Kórház, Mátészalka;5;Csecsemő- és gyermekgyógyászat;30;30;30;0;;;10950;1614;1612;2;0;0;7222;4,47;65,95;0;2002;30;30
1502;Területi Kórház, Mátészalka;6;Fül-orr-gégészet;20;20;20;0;;;7300;1112;1104;4;4;0;5126;4,61;70,22;0,36;2002;20;20
1502;Területi Kórház, Mátészalka;7;Szemészet;24;24;24;0;;;8760;1404;1397;7;0;0;7656;5,45;87,4;0;2002;24;24
1502;Területi Kórház, Mátészalka;9;Ideggyógyászat;40;40;40;0;;;14600;1306;1240;52;14;0;9926;7,6;67,99;1,07;2002;40;40
1502;Területi Kórház, Mátészalka;14;Reumatológia;30;30;30;0;;;10950;1180;1177;3;0;0;10511;8,91;95,99;0;2002;30;30
1502;Területi Kórház, Mátészalka;15;Intenzív betegellátó;8;8;8;0;;;2920;171;35;61;75;0;1926;11,26;65,96;43,86;2002;8;8
1502;Területi Kórház, Mátészalka;17;Felvételi osztály;0;0;0;0;;;186;20;14;6;0;0;168;8,4;90,32;0;2002;0,5;0,5
0112;Fővárosi Bajcsy-Zsilinszky KH-RI;1;Belgyógyászat;251;251;251;0;;;91615;9237;7990;777;470;328;67228;7,28;73,38;5,09;2002;251;251
0112;Fővárosi Bajcsy-Zsilinszky KH-RI;2;Sebészet;75;75;75;0;;;27375;3409;2711;625;73;148;20250;5,94;73,97;2,14;2002;75;75
0112;Fővárosi Bajcsy-Zsilinszky KH-RI;4;Szülészet-nőgyógyászat;55;55;55;0;;;20075;3653;3625;27;1;1499;11246;3,08;56,02;0,03;2002;55;55
0112;Fővárosi Bajcsy-Zsilinszky KH-RI;6;Fül-orr-gégészet;30;30;30;0;;;10950;2186;2147;18;21;0;8581;3,93;78,37;0,96;2002;30;30
0112;Fővárosi Bajcsy-Zsilinszky KH-RI;7;Szemészet;30;30;30;0;;;10950;1601;1588;13;0;0;6722;4,2;61,39;0;2002;30;30
0112;Fővárosi Bajcsy-Zsilinszky KH-RI;9;Ideggyógyászat;30;30;30;0;;;10950;1686;1533;92;61;0;11548;6,85;105,5;3,62;2002;30;30
0112;Fővárosi Bajcsy-Zsilinszky KH-RI;11;Urológia;30;30;30;0;;;10950;1774;1685;86;3;302;8860;4,99;80,91;0,17;2002;30;30
0112;Fővárosi Bajcsy-Zsilinszky KH-RI;15;Intenzív betegellátó;8;8;8;0;;;2920;581;21;468;92;0;2018;3,47;69,11;15,83;2002;8;8
0112;Fővárosi Bajcsy-Zsilinszky KH-RI;18;Elmegyógyászat;60;60;60;0;;;21900;1162;1083;70;9;0;15292;13,16;69,83;0,77;2002;60;60
1503;Felső-Szabolcsi Kórház, Kisvárda;1;Belgyógyászat;138;138;138;0;;;50370;4972;4577;188;207;0;41086;8,26;81,57;4,16;2002;138;138
1503;Felső-Szabolcsi Kórház, Kisvárda;2;Sebészet;45;45;45;0;;;16425;2536;2171;346;19;3;14703;5,8;89,52;0,75;2002;45;45
1503;Felső-Szabolcsi Kórház, Kisvárda;3;Traumatológia;36;36;36;0;;;13140;1207;1108;92;7;0;7865;6,52;59,86;0,58;2002;36;36
1503;Felső-Szabolcsi Kórház, Kisvárda;4;Szülészet-nőgyógyászat;50;50;50;0;;;18250;2696;2684;12;0;12;14045;5,21;76,96;0;2002;50;50
1503;Felső-Szabolcsi Kórház, Kisvárda;5;Csecsemő- és gyermekgyógyászat;50;50;50;0;;;18250;2395;2391;3;1;0;12770;5,33;69,97;0,04;2002;50;50
1503;Felső-Szabolcsi Kórház, Kisvárda;6;Fül-orr-gégészet;22;22;22;0;;;8030;1404;1381;22;1;0;6206;4,42;77,29;0,07;2002;22;22
1503;Felső-Szabolcsi Kórház, Kisvárda;7;Szemészet;21;21;21;0;;;7665;870;862;8;0;0;4923;5,66;64,23;0;2002;21;21
1503;Felső-Szabolcsi Kórház, Kisvárda;9;Ideggyógyászat;45;45;45;0;;;16425;2322;2288;20;14;0;16439;7,08;100,1;0,6;2002;45;45
1503;Felső-Szabolcsi Kórház, Kisvárda;14;Reumatológia;45;45;45;0;;;16425;1688;1672;15;1;0;15090;8,94;91,87;0,06;2002;45;45
1503;Felső-Szabolcsi Kórház, Kisvárda;15;Intenzív betegellátó;7;7;7;0;;;2555;313;8;261;44;0;1750;5,59;68,49;14,06;2002;7;7
1505;Sz-Sz-B M. Önk. Szatmár-Beregi KH Fehérgyarmat-Vásárosnamény;1;Belgyógyászat;110;110;110;0;;;40150;4213;3830;230;153;0;36296;8,62;90,4;3,63;2002;110;110
1505;Sz-Sz-B M. Önk. Szatmár-Beregi KH Fehérgyarmat-Vásárosnamény;2;Sebészet;50;50;50;0;;;14605;1982;1851;103;28;0;12070;6,09;82,64;1,41;2002;50;40
1505;Sz-Sz-B M. Önk. Szatmár-Beregi KH Fehérgyarmat-Vásárosnamény;4;Szülészet-nőgyógyászat;50;50;50;0;;;18250;2614;2606;8;0;4;12535;4,8;68,68;0;2002;50;50
1505;Sz-Sz-B M. Önk. Szatmár-Beregi KH Fehérgyarmat-Vásárosnamény;5;Csecsemő- és gyermekgyógyászat;35;35;35;0;;;12775;1839;1824;14;1;0;9682;5,26;75,79;0,05;2002;35;35
1505;Sz-Sz-B M. Önk. Szatmár-Beregi KH Fehérgyarmat-Vásárosnamény;6;Fül-orr-gégészet;25;25;25;0;;;9125;1724;1722;2;0;0;6031;3,5;66,09;0;2002;25;25
1505;Sz-Sz-B M. Önk. Szatmár-Beregi KH Fehérgyarmat-Vásárosnamény;15;Intenzív betegellátó;6;6;6;0;;;2190;237;28;149;60;0;1510;6,37;68,95;25,32;2002;6;6
1505;Sz-Sz-B M. Önk. Szatmár-Beregi KH Fehérgyarmat-Vásárosnamény;16;Fertőző betegellátó;30;30;30;0;;;10950;947;920;27;0;0;4971;5,25;45,4;0;2002;30;30
1505;Sz-Sz-B M. Önk. Szatmár-Beregi KH Fehérgyarmat-Vásárosnamény;17;Felvételi osztály;16;16;16;0;;;5840;866;695;132;39;0;3000;3,46;51,37;4,5;2002;16;16
1505;Sz-Sz-B M. Önk. Szatmár-Beregi KH Fehérgyarmat-Vásárosnamény;;Árvíz szükség osztály;0;0;0;0;;;13572;0;0;0;0;0;0;;0;0;2002;37,2;37,2
1506;Megyei Pszichiátriai Szakkórház, Nagykálló;18;Elmegyógyászat;355;355;355;0;;;129575;7412;6857;530;25;0;112205;15,14;86,59;0,34;2002;355;355
1601;Megyei Hetényi Géza Kórház, Szolnok;1;Belgyógyászat;267;267;267;0;;;97455;10159;8577;1014;568;0;76208;7,5;78,2;5,59;2002;267;267
1601;Megyei Hetényi Géza Kórház, Szolnok;2;Sebészet;122;122;122;0;;;44530;5532;5133;317;82;590;30474;5,51;68,43;1,48;2002;122;122
1601;Megyei Hetényi Géza Kórház, Szolnok;3;Traumatológia;72;72;72;0;;;26280;2866;2721;129;16;14;19247;6,72;73,24;0,56;2002;72;72
1601;Megyei Hetényi Géza Kórház, Szolnok;4;Szülészet-nőgyógyászat;95;95;95;0;;;34675;5375;5334;41;0;333;26384;4,91;76,09;0;2002;95;95
1601;Megyei Hetényi Géza Kórház, Szolnok;5;Csecsemő- és gyermekgyógyászat;81;81;81;0;;;29565;3016;2818;191;7;0;18827;6,24;63,68;0,23;2002;81;81
1601;Megyei Hetényi Géza Kórház, Szolnok;6;Fül-orr-gégészet;40;40;40;0;;;14600;1844;1815;26;3;1;8610;4,67;58,97;0,16;2002;40;40
1601;Megyei Hetényi Géza Kórház, Szolnok;7;Szemészet;48;48;48;0;;;17520;2071;2061;10;0;80;10079;4,87;57,53;0;2002;48;48
1601;Megyei Hetényi Géza Kórház, Szolnok;8;Bőr- és nemibeteg;20;20;20;0;;;7300;808;777;31;0;0;5230;6,47;71,64;0;2002;20;20
1601;Megyei Hetényi Géza Kórház, Szolnok;9;Ideggyógyászat;50;50;50;0;;;18250;1327;1168;90;69;0;13110;9,88;71,84;5,2;2002;50;50
1601;Megyei Hetényi Géza Kórház, Szolnok;10;Ortopédia;30;30;30;0;;;10950;936;920;16;0;0;8802;9,4;80,38;0;2002;30;30
1601;Megyei Hetényi Géza Kórház, Szolnok;11;Urológia;36;36;36;0;;;13140;1694;1616;69;9;460;8210;4,85;62,48;0,53;2002;36;36
1601;Megyei Hetényi Géza Kórház, Szolnok;12;Onkológia, onkoradiológia;30;30;30;0;;;10950;2269;2213;22;34;0;7286;3,21;66,54;1,5;2002;30;30
1601;Megyei Hetényi Géza Kórház, Szolnok;14;Reumatológia;30;30;30;0;;;10950;1096;1081;15;0;0;9841;8,98;89,87;0;2002;30;30
1601;Megyei Hetényi Géza Kórház, Szolnok;15;Intenzív betegellátó;22;22;22;0;;;8030;877;245;455;177;0;4890;5,58;60,9;20,18;2002;22;22
1601;Megyei Hetényi Géza Kórház, Szolnok;16;Fertőző betegellátó;45;45;45;0;;;16425;1837;1708;81;48;0;10986;5,98;66,89;2,61;2002;45;45
1601;Megyei Hetényi Géza Kórház, Szolnok;17;Felvételi osztály;12;12;12;0;;;4380;1566;930;594;42;0;2669;1,7;60,94;2,68;2002;12;12
1601;Megyei Hetényi Géza Kórház, Szolnok;18;Elmegyógyászat;86;86;86;0;;;31390;2063;1126;928;9;0;28770;13,95;91,65;0,44;2002;86;86
1601;Megyei Hetényi Géza Kórház, Szolnok;19;Tüdőgyógyászat;83;83;83;0;;;30295;2711;1937;673;101;0;25555;9,43;84,35;3,73;2002;83;83
1602;Városi KH-RI, Mezőtúr;1;Belgyógyászat;50;50;50;0;;;18250;2008;1750;129;129;0;13098;6,52;71,77;6,42;2002;50;50
1602;Városi KH-RI, Mezőtúr;2;Sebészet;35;35;35;0;;;12775;815;761;38;16;0;5583;6,85;43,7;1,96;2002;35;35
1602;Városi KH-RI, Mezőtúr;4;Szülészet-nőgyógyászat;25;25;25;0;;;9125;1734;1717;17;0;0;7749;4,47;84,92;0;2002;25;25
1602;Városi KH-RI, Mezőtúr;5;Csecsemő- és gyermekgyógyászat;25;25;25;0;;;9125;751;749;1;1;0;3111;4,14;34,09;0,13;2002;25;25
1602;Városi KH-RI, Mezőtúr;15;Intenzív betegellátó;4;4;4;0;;;1460;146;57;70;19;0;770;5,27;52,74;13,01;2002;4;4
1603;Kátai Gábor Kórház, Karcag;1;Belgyógyászat;122;122;122;0;;;44530;4620;4204;200;216;0;35228;7,63;79,11;4,68;2002;122;122
1603;Kátai Gábor Kórház, Karcag;2;Sebészet;60;60;60;0;;;21900;2109;1984;79;46;0;15477;7,34;70,67;2,18;2002;60;60
1603;Kátai Gábor Kórház, Karcag;3;Traumatológia;35;35;35;0;;;12775;1104;1055;35;14;0;8113;7,35;63,51;1,27;2002;35;35
1603;Kátai Gábor Kórház, Karcag;4;Szülészet-nőgyógyászat;50;50;50;0;;;18250;2471;2466;4;1;9;11527;4,66;63,16;0,04;2002;50;50
1603;Kátai Gábor Kórház, Karcag;5;Csecsemő- és gyermekgyógyászat;40;40;40;0;;;14600;1699;1698;1;0;0;9251;5,44;63,36;0;2002;40;40
1603;Kátai Gábor Kórház, Karcag;6;Fül-orr-gégészet;20;20;20;0;;;7300;596;589;4;3;0;3746;6,29;51,32;0,5;2002;20;20
1603;Kátai Gábor Kórház, Karcag;7;Szemészet;20;20;20;0;;;7300;575;571;3;1;0;3570;6,21;48,9;0,17;2002;20;20
1603;Kátai Gábor Kórház, Karcag;8;Bőr- és nemibeteg;20;20;20;0;;;7300;416;409;7;0;0;5787;13,91;79,27;0;2002;20;20
1603;Kátai Gábor Kórház, Karcag;9;Ideggyógyászat;25;25;25;0;;;9125;725;572;56;97;0;8144;11,23;89,25;13,38;2002;25;25
1603;Kátai Gábor Kórház, Karcag;15;Intenzív betegellátó;8;8;8;0;;;2920;351;39;221;91;0;1703;4,85;58,32;25,93;2002;8;8
1603;Kátai Gábor Kórház, Karcag;16;Fertőző betegellátó;0;0;0;0;;;1890;48;46;2;0;0;330;6,88;17,46;0;2002;5,2;5,2
1603;Kátai Gábor Kórház, Karcag;18;Elmegyógyászat;71;71;71;0;;;25915;1231;1097;58;76;0;22019;17,89;84,97;6,17;2002;71;71
1604;Városi Erzsébet KH-RI, Jászberény;1;Belgyógyászat;93;93;93;0;;;33945;4212;3476;402;334;0;29764;7,07;87,68;7,93;2002;93;93
1604;Városi Erzsébet KH-RI, Jászberény;2;Sebészet;40;40;40;0;;;14600;1670;1472;164;34;0;11744;7,03;80,44;2,04;2002;40;40
1604;Városi Erzsébet KH-RI, Jászberény;3;Traumatológia;30;30;30;0;;;10950;2074;1992;66;16;0;10247;4,94;93,58;0,77;2002;30;30
1604;Városi Erzsébet KH-RI, Jászberény;4;Szülészet-nőgyógyászat;35;35;35;0;;;12775;2321;2284;37;0;9;10399;4,48;81,4;0;2002;35;35
1604;Városi Erzsébet KH-RI, Jászberény;5;Csecsemő- és gyermekgyógyászat;27;27;27;0;;;9855;1450;1446;4;0;0;6187;4,27;62,78;0;2002;27;27
1604;Városi Erzsébet KH-RI, Jászberény;6;Fül-orr-gégészet;20;20;20;0;;;7300;628;615;10;3;0;3454;5,5;47,32;0,48;2002;20;20
1604;Városi Erzsébet KH-RI, Jászberény;15;Intenzív betegellátó;10;10;10;0;;;3650;437;86;285;66;0;2207;5,05;60,47;15,1;2002;10;10
0115;Fővárosi Jáhn Ferenc Dél-Pesti Kórháza;1;Belgyógyászat;262;262;262;0;;;95630;10373;8088;1606;679;0;87365;8,42;91,36;6,55;2002;262;262
0115;Fővárosi Jáhn Ferenc Dél-Pesti Kórháza;2;Sebészet;75;75;75;0;;;23575;2481;2161;252;68;0;17090;6,89;72,49;2,74;2002;75;64,6
0115;Fővárosi Jáhn Ferenc Dél-Pesti Kórháza;4;Szülészet-nőgyógyászat;60;60;60;0;;;21900;5125;5081;39;5;989;17958;3,5;82;0,1;2002;60;60
0115;Fővárosi Jáhn Ferenc Dél-Pesti Kórháza;5;Csecsemő- és gyermekgyógyászat;20;20;20;0;;;7300;297;296;1;0;0;3007;10,12;41,19;0;2002;20;20
0115;Fővárosi Jáhn Ferenc Dél-Pesti Kórháza;6;Fül-orr-gégészet;30;30;30;0;;;10950;1759;1714;32;13;0;8360;4,75;76,35;0,74;2002;30;30
0115;Fővárosi Jáhn Ferenc Dél-Pesti Kórháza;7;Szemészet;25;25;25;0;;;9125;1068;1050;18;0;0;4457;4,17;48,84;0;2002;25;25
0115;Fővárosi Jáhn Ferenc Dél-Pesti Kórháza;9;Ideggyógyászat;100;100;100;0;;;36500;2728;2283;328;117;0;29053;10,65;79,6;4,29;2002;100;100
0115;Fővárosi Jáhn Ferenc Dél-Pesti Kórháza;11;Urológia;26;26;26;0;;;9490;1932;1858;66;8;2;9850;5,1;103,8;0,41;2002;26;26
0115;Fővárosi Jáhn Ferenc Dél-Pesti Kórháza;15;Intenzív betegellátó;12;12;12;0;;;4380;568;66;388;114;0;2830;4,98;64,61;20,07;2002;12;12
0115;Fővárosi Jáhn Ferenc Dél-Pesti Kórháza;17;Felvételi osztály;8;8;8;0;;;2920;63;54;5;4;0;439;6,97;15,03;6,35;2002;8;8
0115;Fővárosi Jáhn Ferenc Dél-Pesti Kórháza;18;Elmegyógyászat;28;28;0;0;;;7896;1261;1249;11;1;0;2801;2,22;35,47;0,08;2002;28;21,6
9521;MÁV Kórház és Rendelőintézet, Szolnok;1;Belgyógyászat;101;101;101;0;;;36865;3611;3357;184;70;0;30127;8,34;81,72;1,94;2002;101;101
9521;MÁV Kórház és Rendelőintézet, Szolnok;2;Sebészet;35;35;35;0;;;12775;1167;1079;81;7;0;8103;6,94;63,43;0,6;2002;35;35
9521;MÁV Kórház és Rendelőintézet, Szolnok;4;Szülészet-nőgyógyászat;20;20;20;0;;;7300;1276;1271;5;0;0;5121;4,01;70,15;0;2002;20;20
9521;MÁV Kórház és Rendelőintézet, Szolnok;6;Fül-orr-gégészet;20;20;20;0;;;7300;1177;1170;6;1;0;5441;4,62;74,53;0,08;2002;20;20
9521;MÁV Kórház és Rendelőintézet, Szolnok;9;Ideggyógyászat;30;30;30;0;;;10950;801;784;11;6;0;7015;8,76;64,06;0,75;2002;30;30
9521;MÁV Kórház és Rendelőintézet, Szolnok;11;Urológia;20;20;20;0;;;7300;1842;1809;31;2;21;6346;3,45;86,93;0,11;2002;20;20
9521;MÁV Kórház és Rendelőintézet, Szolnok;14;Reumatológia;30;30;30;0;;;10950;869;853;16;0;0;9975;11,48;91,1;0;2002;30;30
9521;MÁV Kórház és Rendelőintézet, Szolnok;15;Intenzív betegellátó;4;4;4;0;;;1460;154;24;108;22;0;820;5,32;56,16;14,29;2002;4;4
1701;Megyei Önkormányzat Kórháza, Szekszárd;1;Belgyógyászat;193;193;193;0;;;70445;7040;6238;510;292;23;57520;8,17;81,65;4,15;2002;193;193
1701;Megyei Önkormányzat Kórháza, Szekszárd;2;Sebészet;97;97;97;0;;;35205;3013;2840;100;73;147;24089;8;68,42;2,42;2002;97;96,5
1701;Megyei Önkormányzat Kórháza, Szekszárd;3;Traumatológia;59;59;59;0;;;21535;2367;2205;100;62;0;16900;7,14;78,48;2,62;2002;59;59
1701;Megyei Önkormányzat Kórháza, Szekszárd;4;Szülészet-nőgyógyászat;60;60;60;0;;;21900;3581;3574;7;0;1121;13740;3,84;62,74;0;2002;60;60
1701;Megyei Önkormányzat Kórháza, Szekszárd;5;Csecsemő- és gyermekgyógyászat;70;70;70;0;;;25550;3749;3743;5;1;114;17415;4,65;68,16;0,03;2002;70;70
1701;Megyei Önkormányzat Kórháza, Szekszárd;6;Fül-orr-gégészet;22;22;22;0;;;8030;1425;1389;21;15;5;5713;4,01;71,15;1,05;2002;22;22
1701;Megyei Önkormányzat Kórháza, Szekszárd;7;Szemészet;24;20;20;4;;;7300;1493;1483;10;0;0;4733;3,17;64,84;0;2002;24;20
1701;Megyei Önkormányzat Kórháza, Szekszárd;8;Bőr- és nemibeteg;20;20;20;0;;;7300;604;568;35;1;0;6621;10,96;90,7;0,17;2002;20;20
1701;Megyei Önkormányzat Kórháza, Szekszárd;9;Ideggyógyászat;60;60;60;0;;;21900;2281;1925;166;190;0;22162;9,72;101,2;8,33;2002;60;60
1701;Megyei Önkormányzat Kórháza, Szekszárd;10;Ortopédia;28;23;23;5;;;8395;1066;1050;15;1;21;6970;6,54;83,03;0,09;2002;28;23
1701;Megyei Önkormányzat Kórháza, Szekszárd;11;Urológia;28;28;28;0;;;10220;1371;1338;22;11;4;6137;4,48;60,05;0,8;2002;28;28
1701;Megyei Önkormányzat Kórháza, Szekszárd;12;Onkológia, onkoradiológia;20;20;20;0;;;7300;1453;1390;16;47;0;7439;5,12;101,9;3,23;2002;20;20
1701;Megyei Önkormányzat Kórháza, Szekszárd;13;Fog- és szájsebészet;8;8;8;0;;;2920;53;53;0;0;0;181;3,42;6,2;0;2002;8;8
1701;Megyei Önkormányzat Kórháza, Szekszárd;14;Reumatológia;34;34;34;0;;;12410;1238;1230;8;0;0;12107;9,78;97,56;0;2002;34;34
1701;Megyei Önkormányzat Kórháza, Szekszárd;15;Intenzív betegellátó;6;6;6;0;;;2190;537;79;381;77;0;1793;3,34;81,87;14,34;2002;6;6
